key	date	value
Appluimonia	12/14/16 10:0:0	1.03131
Methylosmolene	12/14/16 10:0:0	0.954819
AGOC-3A	12/14/16 10:0:0	0.915476
Methylosmolene	12/14/16 10:0:0	0.832061
Methylosmolene	12/14/16 10:0:0	0.746079
AGOC-3A	12/14/16 10:0:0	0.711263
AGOC-3A	12/14/16 10:0:0	0.638902
Appluimonia	12/14/16 10:0:0	0.612748
Appluimonia	12/14/16 10:0:0	0.358879
Appluimonia	12/14/16 10:0:0	0.356173
Appluimonia	12/14/16 10:0:0	0.352163
AGOC-3A	12/14/16 10:0:0	0.341137
Chlorodinine	12/14/16 10:0:0	0.339521
Methylosmolene	12/14/16 10:0:0	0.26067
Chlorodinine	12/14/16 10:0:0	0.252652
AGOC-3A	12/14/16 10:0:0	0.178285
Chlorodinine	12/14/16 10:0:0	0.168591
Chlorodinine	12/14/16 10:0:0	0.167114
Methylosmolene	12/14/16 10:0:0	0.166545
AGOC-3A	12/14/16 10:0:0	0.154656
Methylosmolene	12/14/16 10:0:0	0.124935
Chlorodinine	12/14/16 10:0:0	0.113456
AGOC-3A	12/14/16 10:0:0	0.0990562
Appluimonia	12/14/16 10:0:0	0.0748594
Methylosmolene	12/14/16 10:0:0	0.0491803
Appluimonia	12/14/16 10:0:0	0.0460692
Chlorodinine	12/14/16 10:0:0	0.00687844
Appluimonia	12/14/16 11:0:0	2.03099
AGOC-3A	12/14/16 11:0:0	1.95769
Chlorodinine	12/14/16 11:0:0	1.94838
Chlorodinine	12/14/16 11:0:0	1.84026
Methylosmolene	12/14/16 11:0:0	1.52184
Appluimonia	12/14/16 11:0:0	1.50453
Chlorodinine	12/14/16 11:0:0	1.3025
Appluimonia	12/14/16 11:0:0	0.733752
Chlorodinine	12/14/16 11:0:0	0.714712
Appluimonia	12/14/16 11:0:0	0.686021
Methylosmolene	12/14/16 11:0:0	0.650213
Methylosmolene	12/14/16 11:0:0	0.617889
Methylosmolene	12/14/16 11:0:0	0.594025
Chlorodinine	12/14/16 11:0:0	0.584464
Chlorodinine	12/14/16 11:0:0	0.563299
AGOC-3A	12/14/16 11:0:0	0.545195
AGOC-3A	12/14/16 11:0:0	0.493691
Methylosmolene	12/14/16 11:0:0	0.449406
Methylosmolene	12/14/16 11:0:0	0.406976
Appluimonia	12/14/16 11:0:0	0.402532
Chlorodinine	12/14/16 11:0:0	0.393887
Methylosmolene	12/14/16 11:0:0	0.338062
AGOC-3A	12/14/16 11:0:0	0.32184
Appluimonia	12/14/16 11:0:0	0.300341
AGOC-3A	12/14/16 11:0:0	0.294188
AGOC-3A	12/14/16 11:0:0	0.286986
Chlorodinine	12/14/16 11:0:0	0.282772
Chlorodinine	12/14/16 11:0:0	0.249467
Methylosmolene	12/14/16 11:0:0	0.156178
AGOC-3A	12/14/16 11:0:0	0.100389
Methylosmolene	12/14/16 11:0:0	0.0979162
Appluimonia	12/14/16 11:0:0	0.0936055
Appluimonia	12/14/16 11:0:0	0.0747435
AGOC-3A	12/14/16 11:0:0	0.0287079
Appluimonia	12/14/16 11:0:0	0.0127809
AGOC-3A	12/14/16 11:0:0	0.0100872
AGOC-3A	12/14/16 12:0:0	13.6412
Chlorodinine	12/14/16 12:0:0	2.75864
Methylosmolene	12/14/16 12:0:0	2.32091
Appluimonia	12/14/16 12:0:0	2.03945
Chlorodinine	12/14/16 12:0:0	1.87702
AGOC-3A	12/14/16 12:0:0	1.58826
Methylosmolene	12/14/16 12:0:0	1.56357
AGOC-3A	12/14/16 12:0:0	1.44831
Appluimonia	12/14/16 12:0:0	1.36099
AGOC-3A	12/14/16 12:0:0	1.20914
Chlorodinine	12/14/16 12:0:0	0.96891
AGOC-3A	12/14/16 12:0:0	0.794222
Methylosmolene	12/14/16 12:0:0	0.791752
AGOC-3A	12/14/16 12:0:0	0.729719
Appluimonia	12/14/16 12:0:0	0.678494
Appluimonia	12/14/16 12:0:0	0.649573
Appluimonia	12/14/16 12:0:0	0.461809
Chlorodinine	12/14/16 12:0:0	0.440722
Chlorodinine	12/14/16 12:0:0	0.422256
AGOC-3A	12/14/16 12:0:0	0.383286
AGOC-3A	12/14/16 12:0:0	0.325353
Chlorodinine	12/14/16 12:0:0	0.318176
AGOC-3A	12/14/16 12:0:0	0.315261
Appluimonia	12/14/16 12:0:0	0.299575
Methylosmolene	12/14/16 12:0:0	0.276831
Chlorodinine	12/14/16 12:0:0	0.2675
Methylosmolene	12/14/16 12:0:0	0.212673
Methylosmolene	12/14/16 12:0:0	0.201573
Appluimonia	12/14/16 12:0:0	0.185886
AGOC-3A	12/14/16 12:0:0	0.174266
Chlorodinine	12/14/16 12:0:0	0.161331
Chlorodinine	12/14/16 12:0:0	0.127253
Appluimonia	12/14/16 12:0:0	0.121675
Methylosmolene	12/14/16 12:0:0	0.119605
Appluimonia	12/14/16 12:0:0	0.0603589
Methylosmolene	12/14/16 12:0:0	0.00420157
AGOC-3A	12/14/16 13:0:0	21.8822
AGOC-3A	12/14/16 13:0:0	2.89297
Chlorodinine	12/14/16 13:0:0	2.35728
Chlorodinine	12/14/16 13:0:0	2.07021
Methylosmolene	12/14/16 13:0:0	1.98824
AGOC-3A	12/14/16 13:0:0	1.8278
Methylosmolene	12/14/16 13:0:0	1.81113
Appluimonia	12/14/16 13:0:0	1.65445
AGOC-3A	12/14/16 13:0:0	1.47531
AGOC-3A	12/14/16 13:0:0	1.09538
AGOC-3A	12/14/16 13:0:0	0.909713
Chlorodinine	12/14/16 13:0:0	0.818887
Methylosmolene	12/14/16 13:0:0	0.789202
Chlorodinine	12/14/16 13:0:0	0.744304
AGOC-3A	12/14/16 13:0:0	0.723753
Chlorodinine	12/14/16 13:0:0	0.715925
Methylosmolene	12/14/16 13:0:0	0.702678
Methylosmolene	12/14/16 13:0:0	0.635732
Appluimonia	12/14/16 13:0:0	0.613249
Chlorodinine	12/14/16 13:0:0	0.609518
Methylosmolene	12/14/16 13:0:0	0.549745
Appluimonia	12/14/16 13:0:0	0.495292
Chlorodinine	12/14/16 13:0:0	0.495138
AGOC-3A	12/14/16 13:0:0	0.335643
Appluimonia	12/14/16 13:0:0	0.302351
Appluimonia	12/14/16 13:0:0	0.298164
Chlorodinine	12/14/16 13:0:0	0.285413
AGOC-3A	12/14/16 13:0:0	0.255208
Appluimonia	12/14/16 13:0:0	0.231443
Chlorodinine	12/14/16 13:0:0	0.22013
Appluimonia	12/14/16 13:0:0	0.215969
AGOC-3A	12/14/16 13:0:0	0.194522
Appluimonia	12/14/16 13:0:0	0.191507
Appluimonia	12/14/16 13:0:0	0.120413
Methylosmolene	12/14/16 13:0:0	0.0877132
Methylosmolene	12/14/16 13:0:0	0.0215543
Appluimonia	12/14/16 14:0:0	2.3437
Chlorodinine	12/14/16 14:0:0	2.28777
Methylosmolene	12/14/16 14:0:0	2.1603
Chlorodinine	12/14/16 14:0:0	1.8962
AGOC-3A	12/14/16 14:0:0	1.72505
Appluimonia	12/14/16 14:0:0	1.7198
Appluimonia	12/14/16 14:0:0	1.48168
Methylosmolene	12/14/16 14:0:0	1.20944
Methylosmolene	12/14/16 14:0:0	0.998127
AGOC-3A	12/14/16 14:0:0	0.927038
Appluimonia	12/14/16 14:0:0	0.833608
Methylosmolene	12/14/16 14:0:0	0.811395
Appluimonia	12/14/16 14:0:0	0.784992
Appluimonia	12/14/16 14:0:0	0.65495
Chlorodinine	12/14/16 14:0:0	0.614762
Methylosmolene	12/14/16 14:0:0	0.595194
Chlorodinine	12/14/16 14:0:0	0.580087
AGOC-3A	12/14/16 14:0:0	0.535839
AGOC-3A	12/14/16 14:0:0	0.505655
Methylosmolene	12/14/16 14:0:0	0.468604
Methylosmolene	12/14/16 14:0:0	0.395632
Chlorodinine	12/14/16 14:0:0	0.349722
Chlorodinine	12/14/16 14:0:0	0.344638
Methylosmolene	12/14/16 14:0:0	0.313897
AGOC-3A	12/14/16 14:0:0	0.283456
AGOC-3A	12/14/16 14:0:0	0.282046
AGOC-3A	12/14/16 14:0:0	0.240875
AGOC-3A	12/14/16 14:0:0	0.224861
Methylosmolene	12/14/16 14:0:0	0.222561
AGOC-3A	12/14/16 14:0:0	0.179562
Chlorodinine	12/14/16 14:0:0	0.167786
Chlorodinine	12/14/16 14:0:0	0.135779
Appluimonia	12/14/16 14:0:0	0.119485
Chlorodinine	12/14/16 14:0:0	0.082114
Appluimonia	12/14/16 14:0:0	0.0606712
Appluimonia	12/14/16 14:0:0	0.0111482
AGOC-3A	12/14/16 15:0:0	2.02923
Appluimonia	12/14/16 15:0:0	1.88216
Methylosmolene	12/14/16 15:0:0	1.80586
Chlorodinine	12/14/16 15:0:0	1.67835
Appluimonia	12/14/16 15:0:0	1.65473
AGOC-3A	12/14/16 15:0:0	1.50763
AGOC-3A	12/14/16 15:0:0	1.25114
Appluimonia	12/14/16 15:0:0	1.16547
Appluimonia	12/14/16 15:0:0	1.02076
AGOC-3A	12/14/16 15:0:0	1.01514
Methylosmolene	12/14/16 15:0:0	0.978284
Chlorodinine	12/14/16 15:0:0	0.89315
Methylosmolene	12/14/16 15:0:0	0.812185
Methylosmolene	12/14/16 15:0:0	0.763189
Appluimonia	12/14/16 15:0:0	0.66627
Chlorodinine	12/14/16 15:0:0	0.658298
Methylosmolene	12/14/16 15:0:0	0.649757
Methylosmolene	12/14/16 15:0:0	0.609686
AGOC-3A	12/14/16 15:0:0	0.534397
Methylosmolene	12/14/16 15:0:0	0.486269
Appluimonia	12/14/16 15:0:0	0.432246
Chlorodinine	12/14/16 15:0:0	0.380438
AGOC-3A	12/14/16 15:0:0	0.37472
Methylosmolene	12/14/16 15:0:0	0.374239
Chlorodinine	12/14/16 15:0:0	0.350872
Chlorodinine	12/14/16 15:0:0	0.335466
Appluimonia	12/14/16 15:0:0	0.310025
AGOC-3A	12/14/16 15:0:0	0.292246
Appluimonia	12/14/16 15:0:0	0.279235
Chlorodinine	12/14/16 15:0:0	0.196846
Methylosmolene	12/14/16 15:0:0	0.195172
Chlorodinine	12/14/16 15:0:0	0.141267
Chlorodinine	12/14/16 15:0:0	0.133762
AGOC-3A	12/14/16 15:0:0	0.0868907
AGOC-3A	12/14/16 15:0:0	0.0237266
Appluimonia	12/14/16 15:0:0	0.00318898
AGOC-3A	12/14/16 16:0:0	5.14258
Appluimonia	12/14/16 16:0:0	2.20006
Methylosmolene	12/14/16 16:0:0	2.14848
AGOC-3A	12/14/16 16:0:0	1.90455
Chlorodinine	12/14/16 16:0:0	1.85519
Methylosmolene	12/14/16 16:0:0	1.79515
Appluimonia	12/14/16 16:0:0	1.34021
AGOC-3A	12/14/16 16:0:0	1.33131
Appluimonia	12/14/16 16:0:0	1.06569
Methylosmolene	12/14/16 16:0:0	0.947179
AGOC-3A	12/14/16 16:0:0	0.883172
Methylosmolene	12/14/16 16:0:0	0.840645
Appluimonia	12/14/16 16:0:0	0.744696
Chlorodinine	12/14/16 16:0:0	0.720807
Methylosmolene	12/14/16 16:0:0	0.68904
AGOC-3A	12/14/16 16:0:0	0.649034
Chlorodinine	12/14/16 16:0:0	0.611291
Appluimonia	12/14/16 16:0:0	0.499859
Methylosmolene	12/14/16 16:0:0	0.44658
Appluimonia	12/14/16 16:0:0	0.375191
Appluimonia	12/14/16 16:0:0	0.361267
Methylosmolene	12/14/16 16:0:0	0.347483
AGOC-3A	12/14/16 16:0:0	0.3352
Appluimonia	12/14/16 16:0:0	0.328627
Chlorodinine	12/14/16 16:0:0	0.328003
AGOC-3A	12/14/16 16:0:0	0.267765
Chlorodinine	12/14/16 16:0:0	0.237653
Chlorodinine	12/14/16 16:0:0	0.23
Methylosmolene	12/14/16 16:0:0	0.213452
Chlorodinine	12/14/16 16:0:0	0.20622
AGOC-3A	12/14/16 16:0:0	0.17141
AGOC-3A	12/14/16 16:0:0	0.144439
Methylosmolene	12/14/16 16:0:0	0.0950537
Appluimonia	12/14/16 16:0:0	0.0787819
Chlorodinine	12/14/16 16:0:0	0.0434047
Chlorodinine	12/14/16 16:0:0	0.0222523
AGOC-3A	12/14/16 17:0:0	2.60587
Chlorodinine	12/14/16 17:0:0	2.43812
Methylosmolene	12/14/16 17:0:0	2.2363
Appluimonia	12/14/16 17:0:0	2.22123
Appluimonia	12/14/16 17:0:0	1.73684
AGOC-3A	12/14/16 17:0:0	1.69174
Chlorodinine	12/14/16 17:0:0	1.48082
Chlorodinine	12/14/16 17:0:0	1.28292
Methylosmolene	12/14/16 17:0:0	1.06135
Appluimonia	12/14/16 17:0:0	1.00601
AGOC-3A	12/14/16 17:0:0	0.908268
AGOC-3A	12/14/16 17:0:0	0.864995
Methylosmolene	12/14/16 17:0:0	0.84753
Appluimonia	12/14/16 17:0:0	0.771349
Methylosmolene	12/14/16 17:0:0	0.70032
AGOC-3A	12/14/16 17:0:0	0.607203
Appluimonia	12/14/16 17:0:0	0.601534
AGOC-3A	12/14/16 17:0:0	0.581944
Chlorodinine	12/14/16 17:0:0	0.551704
Methylosmolene	12/14/16 17:0:0	0.478094
Chlorodinine	12/14/16 17:0:0	0.468928
AGOC-3A	12/14/16 17:0:0	0.462013
Appluimonia	12/14/16 17:0:0	0.400069
AGOC-3A	12/14/16 17:0:0	0.370201
Methylosmolene	12/14/16 17:0:0	0.358028
Methylosmolene	12/14/16 17:0:0	0.317708
Appluimonia	12/14/16 17:0:0	0.313296
AGOC-3A	12/14/16 17:0:0	0.305588
Chlorodinine	12/14/16 17:0:0	0.261569
Chlorodinine	12/14/16 17:0:0	0.253478
Chlorodinine	12/14/16 17:0:0	0.227132
Appluimonia	12/14/16 17:0:0	0.188893
Methylosmolene	12/14/16 17:0:0	0.145348
Chlorodinine	12/14/16 17:0:0	0.125069
Methylosmolene	12/14/16 17:0:0	0.0968236
Appluimonia	12/14/16 17:0:0	0.0721123
AGOC-3A	12/14/16 18:0:0	25.40451
AGOC-3A	12/14/16 18:0:0	3.03736
Chlorodinine	12/14/16 18:0:0	2.3901
Methylosmolene	12/14/16 18:0:0	2.15327
Appluimonia	12/14/16 18:0:0	2.09232
AGOC-3A	12/14/16 18:0:0	1.99715
AGOC-3A	12/14/16 18:0:0	1.59316
Appluimonia	12/14/16 18:0:0	1.50018
Chlorodinine	12/14/16 18:0:0	1.01415
Methylosmolene	12/14/16 18:0:0	0.95746
Methylosmolene	12/14/16 18:0:0	0.891916
Appluimonia	12/14/16 18:0:0	0.873308
Appluimonia	12/14/16 18:0:0	0.716732
Appluimonia	12/14/16 18:0:0	0.667808
AGOC-3A	12/14/16 18:0:0	0.630617
Chlorodinine	12/14/16 18:0:0	0.617543
Chlorodinine	12/14/16 18:0:0	0.524824
AGOC-3A	12/14/16 18:0:0	0.513395
Appluimonia	12/14/16 18:0:0	0.491674
AGOC-3A	12/14/16 18:0:0	0.459364
AGOC-3A	12/14/16 18:0:0	0.440295
Methylosmolene	12/14/16 18:0:0	0.434217
Methylosmolene	12/14/16 18:0:0	0.400209
Appluimonia	12/14/16 18:0:0	0.374402
AGOC-3A	12/14/16 18:0:0	0.366545
Chlorodinine	12/14/16 18:0:0	0.324603
Appluimonia	12/14/16 18:0:0	0.296717
Methylosmolene	12/14/16 18:0:0	0.223725
Chlorodinine	12/14/16 18:0:0	0.199005
AGOC-3A	12/14/16 18:0:0	0.12096
Chlorodinine	12/14/16 18:0:0	0.109681
Appluimonia	12/14/16 18:0:0	0.0893791
Methylosmolene	12/14/16 18:0:0	0.0783997
Chlorodinine	12/14/16 18:0:0	0.06564
Methylosmolene	12/14/16 18:0:0	0.00405391
Chlorodinine	12/14/16 18:0:0	0.00244041
AGOC-3A	12/14/16 19:0:0	40.2833
AGOC-3A	12/14/16 19:0:0	4.5474
Appluimonia	12/14/16 19:0:0	2.13359
Methylosmolene	12/14/16 19:0:0	1.9966
Chlorodinine	12/14/16 19:0:0	1.94739
AGOC-3A	12/14/16 19:0:0	1.41253
Chlorodinine	12/14/16 19:0:0	0.991655
Chlorodinine	12/14/16 19:0:0	0.991412
Chlorodinine	12/14/16 19:0:0	0.986845
Chlorodinine	12/14/16 19:0:0	0.84507
Methylosmolene	12/14/16 19:0:0	0.759059
Appluimonia	12/14/16 19:0:0	0.746343
AGOC-3A	12/14/16 19:0:0	0.704847
Chlorodinine	12/14/16 19:0:0	0.665472
Appluimonia	12/14/16 19:0:0	0.571737
Methylosmolene	12/14/16 19:0:0	0.514963
AGOC-3A	12/14/16 19:0:0	0.488186
Methylosmolene	12/14/16 19:0:0	0.454464
Methylosmolene	12/14/16 19:0:0	0.396194
AGOC-3A	12/14/16 19:0:0	0.371534
AGOC-3A	12/14/16 19:0:0	0.368291
Appluimonia	12/14/16 19:0:0	0.344916
AGOC-3A	12/14/16 19:0:0	0.31046
Appluimonia	12/14/16 19:0:0	0.303917
Chlorodinine	12/14/16 19:0:0	0.295995
Appluimonia	12/14/16 19:0:0	0.291453
AGOC-3A	12/14/16 19:0:0	0.290147
Chlorodinine	12/14/16 19:0:0	0.250872
Methylosmolene	12/14/16 19:0:0	0.187437
Methylosmolene	12/14/16 19:0:0	0.157131
AGOC-3A	12/14/16 19:0:0	0.130898
Chlorodinine	12/14/16 19:0:0	0.0862665
Appluimonia	12/14/16 19:0:0	0.0815706
Appluimonia	12/14/16 19:0:0	0.0374778
Methylosmolene	12/14/16 19:0:0	0.0189417
Appluimonia	12/14/16 19:0:0	0.0147876
AGOC-3A	12/14/16 20:0:0	2.28707
Methylosmolene	12/14/16 20:0:0	2.18415
Chlorodinine	12/14/16 20:0:0	2.08487
Chlorodinine	12/14/16 20:0:0	1.93343
Appluimonia	12/14/16 20:0:0	1.88211
Appluimonia	12/14/16 20:0:0	1.54765
AGOC-3A	12/14/16 20:0:0	1.43167
Chlorodinine	12/14/16 20:0:0	1.27487
Chlorodinine	12/14/16 20:0:0	1.08831
Methylosmolene	12/14/16 20:0:0	1.07808
Chlorodinine	12/14/16 20:0:0	1.05375
AGOC-3A	12/14/16 20:0:0	0.996742
Methylosmolene	12/14/16 20:0:0	0.860353
Appluimonia	12/14/16 20:0:0	0.703009
AGOC-3A	12/14/16 20:0:0	0.638629
Appluimonia	12/14/16 20:0:0	0.633995
Appluimonia	12/14/16 20:0:0	0.622689
Appluimonia	12/14/16 20:0:0	0.562444
Chlorodinine	12/14/16 20:0:0	0.558834
Appluimonia	12/14/16 20:0:0	0.439642
Methylosmolene	12/14/16 20:0:0	0.427774
Appluimonia	12/14/16 20:0:0	0.368465
AGOC-3A	12/14/16 20:0:0	0.356851
AGOC-3A	12/14/16 20:0:0	0.341939
Appluimonia	12/14/16 20:0:0	0.334581
Methylosmolene	12/14/16 20:0:0	0.331072
Methylosmolene	12/14/16 20:0:0	0.260091
AGOC-3A	12/14/16 20:0:0	0.229381
Chlorodinine	12/14/16 20:0:0	0.189624
Chlorodinine	12/14/16 20:0:0	0.175575
Methylosmolene	12/14/16 20:0:0	0.169303
Methylosmolene	12/14/16 20:0:0	0.123653
AGOC-3A	12/14/16 20:0:0	0.123126
Methylosmolene	12/14/16 20:0:0	0.100563
AGOC-3A	12/14/16 20:0:0	0.0635294
Chlorodinine	12/14/16 20:0:0	0.0462195
Appluimonia	12/14/16 21:0:0	5.15125
Methylosmolene	12/14/16 21:0:0	2.3527
Appluimonia	12/14/16 21:0:0	2.10181
AGOC-3A	12/14/16 21:0:0	2.07047
Methylosmolene	12/14/16 21:0:0	1.98152
Chlorodinine	12/14/16 21:0:0	1.93145
Chlorodinine	12/14/16 21:0:0	1.67347
Chlorodinine	12/14/16 21:0:0	1.23964
AGOC-3A	12/14/16 21:0:0	1.10768
AGOC-3A	12/14/16 21:0:0	0.989428
Chlorodinine	12/14/16 21:0:0	0.764552
Chlorodinine	12/14/16 21:0:0	0.685027
AGOC-3A	12/14/16 21:0:0	0.671648
Appluimonia	12/14/16 21:0:0	0.589099
Appluimonia	12/14/16 21:0:0	0.502913
AGOC-3A	12/14/16 21:0:0	0.498933
Chlorodinine	12/14/16 21:0:0	0.498081
Methylosmolene	12/14/16 21:0:0	0.477781
AGOC-3A	12/14/16 21:0:0	0.459518
Methylosmolene	12/14/16 21:0:0	0.450917
Methylosmolene	12/14/16 21:0:0	0.433198
Appluimonia	12/14/16 21:0:0	0.414219
Chlorodinine	12/14/16 21:0:0	0.358113
Appluimonia	12/14/16 21:0:0	0.338013
Methylosmolene	12/14/16 21:0:0	0.325233
Appluimonia	12/14/16 21:0:0	0.296905
Methylosmolene	12/14/16 21:0:0	0.252742
Appluimonia	12/14/16 21:0:0	0.243257
Chlorodinine	12/14/16 21:0:0	0.202804
AGOC-3A	12/14/16 21:0:0	0.182809
Appluimonia	12/14/16 21:0:0	0.126824
Methylosmolene	12/14/16 21:0:0	0.120295
Methylosmolene	12/14/16 21:0:0	0.118926
AGOC-3A	12/14/16 21:0:0	0.107765
AGOC-3A	12/14/16 21:0:0	0.0530502
Chlorodinine	12/14/16 21:0:0	0.0391777
Methylosmolene	12/14/16 22:0:0	2.52615
AGOC-3A	12/14/16 22:0:0	1.8334
Chlorodinine	12/14/16 22:0:0	1.82449
Appluimonia	12/14/16 22:0:0	1.67846
Chlorodinine	12/14/16 22:0:0	1.54783
Methylosmolene	12/14/16 22:0:0	1.48929
Appluimonia	12/14/16 22:0:0	1.26555
Appluimonia	12/14/16 22:0:0	1.26351
Methylosmolene	12/14/16 22:0:0	1.22485
AGOC-3A	12/14/16 22:0:0	1.10367
Appluimonia	12/14/16 22:0:0	0.96387
Methylosmolene	12/14/16 22:0:0	0.822202
Appluimonia	12/14/16 22:0:0	0.781171
Methylosmolene	12/14/16 22:0:0	0.721283
Appluimonia	12/14/16 22:0:0	0.648013
Methylosmolene	12/14/16 22:0:0	0.641468
Chlorodinine	12/14/16 22:0:0	0.640684
Chlorodinine	12/14/16 22:0:0	0.614995
Appluimonia	12/14/16 22:0:0	0.550754
AGOC-3A	12/14/16 22:0:0	0.498597
Methylosmolene	12/14/16 22:0:0	0.420779
Chlorodinine	12/14/16 22:0:0	0.415407
AGOC-3A	12/14/16 22:0:0	0.388569
Chlorodinine	12/14/16 22:0:0	0.354354
AGOC-3A	12/14/16 22:0:0	0.314688
AGOC-3A	12/14/16 22:0:0	0.285201
Appluimonia	12/14/16 22:0:0	0.284179
Chlorodinine	12/14/16 22:0:0	0.259329
AGOC-3A	12/14/16 22:0:0	0.220084
AGOC-3A	12/14/16 22:0:0	0.211287
Chlorodinine	12/14/16 22:0:0	0.185835
Chlorodinine	12/14/16 22:0:0	0.156538
Appluimonia	12/14/16 22:0:0	0.136267
Methylosmolene	12/14/16 22:0:0	0.060187
Methylosmolene	12/14/16 22:0:0	0.0412986
AGOC-3A	12/14/16 22:0:0	0.0109077
Methylosmolene	12/14/16 23:0:0	12.84821
Methylosmolene	12/14/16 23:0:0	1.95045
Appluimonia	12/14/16 23:0:0	1.93663
Chlorodinine	12/14/16 23:0:0	1.91376
AGOC-3A	12/14/16 23:0:0	1.84652
AGOC-3A	12/14/16 23:0:0	1.58544
AGOC-3A	12/14/16 23:0:0	1.46708
AGOC-3A	12/14/16 23:0:0	1.00953
Appluimonia	12/14/16 23:0:0	0.922717
Methylosmolene	12/14/16 23:0:0	0.906487
Chlorodinine	12/14/16 23:0:0	0.689081
Chlorodinine	12/14/16 23:0:0	0.680493
AGOC-3A	12/14/16 23:0:0	0.646916
Methylosmolene	12/14/16 23:0:0	0.627786
Methylosmolene	12/14/16 23:0:0	0.499385
Appluimonia	12/14/16 23:0:0	0.49654
Appluimonia	12/14/16 23:0:0	0.490437
Chlorodinine	12/14/16 23:0:0	0.451179
Chlorodinine	12/14/16 23:0:0	0.427807
Methylosmolene	12/14/16 23:0:0	0.386886
Appluimonia	12/14/16 23:0:0	0.356089
Chlorodinine	12/14/16 23:0:0	0.345589
Methylosmolene	12/14/16 23:0:0	0.343857
Chlorodinine	12/14/16 23:0:0	0.249901
Chlorodinine	12/14/16 23:0:0	0.230829
Appluimonia	12/14/16 23:0:0	0.226863
Appluimonia	12/14/16 23:0:0	0.224353
Methylosmolene	12/14/16 23:0:0	0.220787
Methylosmolene	12/14/16 23:0:0	0.208486
AGOC-3A	12/14/16 23:0:0	0.141908
AGOC-3A	12/14/16 23:0:0	0.127895
AGOC-3A	12/14/16 23:0:0	0.115548
Appluimonia	12/14/16 23:0:0	0.0853101
AGOC-3A	12/14/16 23:0:0	0.0839253
Appluimonia	12/14/16 23:0:0	0.0812682
Chlorodinine	12/14/16 23:0:0	0.0283515
AGOC-3A	12/15/16 0:0:0	2.28519
Chlorodinine	12/15/16 0:0:0	2.11209
Appluimonia	12/15/16 0:0:0	2.02117
Methylosmolene	12/15/16 0:0:0	2.01183
Chlorodinine	12/15/16 0:0:0	1.87554
Methylosmolene	12/15/16 0:0:0	1.77658
AGOC-3A	12/15/16 0:0:0	0.943071
Methylosmolene	12/15/16 0:0:0	0.846528
Appluimonia	12/15/16 0:0:0	0.798924
AGOC-3A	12/15/16 0:0:0	0.756895
Appluimonia	12/15/16 0:0:0	0.628563
AGOC-3A	12/15/16 0:0:0	0.593778
AGOC-3A	12/15/16 0:0:0	0.506641
Appluimonia	12/15/16 0:0:0	0.447443
Methylosmolene	12/15/16 0:0:0	0.436461
Appluimonia	12/15/16 0:0:0	0.432122
Methylosmolene	12/15/16 0:0:0	0.425829
Chlorodinine	12/15/16 0:0:0	0.374511
Chlorodinine	12/15/16 0:0:0	0.367596
AGOC-3A	12/15/16 0:0:0	0.358238
Methylosmolene	12/15/16 0:0:0	0.320741
Chlorodinine	12/15/16 0:0:0	0.318804
AGOC-3A	12/15/16 0:0:0	0.309496
Chlorodinine	12/15/16 0:0:0	0.303229
Appluimonia	12/15/16 0:0:0	0.301039
Appluimonia	12/15/16 0:0:0	0.239647
Methylosmolene	12/15/16 0:0:0	0.217909
Methylosmolene	12/15/16 0:0:0	0.207016
Chlorodinine	12/15/16 0:0:0	0.189798
AGOC-3A	12/15/16 0:0:0	0.164992
Chlorodinine	12/15/16 0:0:0	0.151339
Appluimonia	12/15/16 0:0:0	0.13191
AGOC-3A	12/15/16 0:0:0	0.118822
Appluimonia	12/15/16 0:0:0	0.0650519
Chlorodinine	12/15/16 0:0:0	0.0456855
Methylosmolene	12/15/16 0:0:0	0.0158549
Appluimonia	12/15/16 1:0:0	2.04569
AGOC-3A	12/15/16 1:0:0	1.92463
Chlorodinine	12/15/16 1:0:0	1.84419
Methylosmolene	12/15/16 1:0:0	1.60043
Methylosmolene	12/15/16 1:0:0	1.50834
Methylosmolene	12/15/16 1:0:0	1.37472
AGOC-3A	12/15/16 1:0:0	1.20866
Appluimonia	12/15/16 1:0:0	1.15172
Appluimonia	12/15/16 1:0:0	1.12856
Chlorodinine	12/15/16 1:0:0	1.07417
Chlorodinine	12/15/16 1:0:0	1.00993
AGOC-3A	12/15/16 1:0:0	0.949619
AGOC-3A	12/15/16 1:0:0	0.941078
AGOC-3A	12/15/16 1:0:0	0.832185
Chlorodinine	12/15/16 1:0:0	0.818681
Appluimonia	12/15/16 1:0:0	0.682143
AGOC-3A	12/15/16 1:0:0	0.657004
Chlorodinine	12/15/16 1:0:0	0.602492
Methylosmolene	12/15/16 1:0:0	0.539746
AGOC-3A	12/15/16 1:0:0	0.463413
Chlorodinine	12/15/16 1:0:0	0.420314
Chlorodinine	12/15/16 1:0:0	0.401257
Methylosmolene	12/15/16 1:0:0	0.394147
Appluimonia	12/15/16 1:0:0	0.333112
Methylosmolene	12/15/16 1:0:0	0.302562
Appluimonia	12/15/16 1:0:0	0.290494
Chlorodinine	12/15/16 1:0:0	0.253756
AGOC-3A	12/15/16 1:0:0	0.223373
Appluimonia	12/15/16 1:0:0	0.212652
Methylosmolene	12/15/16 1:0:0	0.202671
Chlorodinine	12/15/16 1:0:0	0.199828
Appluimonia	12/15/16 1:0:0	0.159591
