Chemical	Day	Hour	Reading
Methylosmolene	3	8	0.704716667
AGOC-3A	27	7	0.704625682
Chlorodinine	1	9	0.704543333
Appluimonia	21	23	0.704532889
Chlorodinine	4	15	0.704056867
Chlorodinine	5	23	0.704006867
Methylosmolene	11	16	0.703998375
Appluimonia	3	14	0.703916689
Appluimonia	29	20	0.703766389
Chlorodinine	8	23	0.703760944
Appluimonia	9	3	0.703650811
Methylosmolene	17	18	0.703576232
Chlorodinine	14	5	0.7030906
Appluimonia	9	15	0.702918789
Chlorodinine	26	22	0.702888444
Appluimonia	23	17	0.702882889
Appluimonia	3	18	0.702804333
Methylosmolene	3	7	0.702504133
AGOC-3A	16	14	0.702394867
Chlorodinine	25	19	0.702317467
Methylosmolene	21	21	0.702309444
Chlorodinine	1	21	0.702306778
Chlorodinine	4	6	0.702084789
Appluimonia	22	13	0.701914
Methylosmolene	20	15	0.701752099
Appluimonia	13	14	0.701393556
Chlorodinine	23	16	0.701274333
Methylosmolene	2	8	0.700329978
Chlorodinine	24	9	0.700303667
Chlorodinine	22	2	0.700083
AGOC-3A	14	6	0.699860437
Methylosmolene	20	5	0.699837111
Methylosmolene	8	13	0.699810778
Methylosmolene	27	13	0.699477433
Chlorodinine	22	4	0.699469711
Methylosmolene	5	15	0.699447222
AGOC-3A	13	7	0.699411889
Chlorodinine	8	14	0.699395978
Methylosmolene	30	1	0.699198333
Appluimonia	7	9	0.699123
AGOC-3A	4	5	0.698880133
Methylosmolene	29	4	0.698583022
AGOC-3A	23	12	0.698482133
Appluimonia	24	19	0.698475478
Appluimonia	26	19	0.698382667
AGOC-3A	24	10	0.698317078
Methylosmolene	11	21	0.698143222
AGOC-3A	15	2	0.697828
AGOC-3A	22	1	0.697816167
AGOC-3A	31	1	0.697703922
Methylosmolene	25	22	0.697652011
Methylosmolene	7	10	0.6971229
Appluimonia	4	4	0.697073767
Methylosmolene	10	15	0.696915444
Methylosmolene	9	6	0.696839428
Appluimonia	6	6	0.696800333
Chlorodinine	1	7	0.696584011
Methylosmolene	11	17	0.696578044
Methylosmolene	20	7	0.696563956
AGOC-3A	18	23	0.696561967
Methylosmolene	24	9	0.696414222
AGOC-3A	23	5	0.696288544
Methylosmolene	2	15	0.696272
Chlorodinine	29	14	0.695932333
Appluimonia	18	16	0.695726011
AGOC-3A	10	21	0.695698489
Chlorodinine	12	4	0.695675889
Methylosmolene	15	0	0.695416544
Appluimonia	30	15	0.694644333
Methylosmolene	23	3	0.694607556
Appluimonia	17	23	0.694544656
Methylosmolene	29	3	0.694493278
Methylosmolene	18	6	0.694465875
Appluimonia	21	2	0.694337544
Methylosmolene	10	19	0.694323111
Methylosmolene	20	4	0.694149522
Appluimonia	11	19	0.693975333
Chlorodinine	28	6	0.693969667
Methylosmolene	31	16	0.693878
Appluimonia	10	13	0.693873122
Appluimonia	4	22	0.693853544
Chlorodinine	7	9	0.693846756
Methylosmolene	21	16	0.693809844
Methylosmolene	12	1	0.693749778
Methylosmolene	14	17	0.693500178
Methylosmolene	5	16	0.693345875
AGOC-3A	16	23	0.69333
Methylosmolene	7	6	0.693295511
AGOC-3A	12	20	0.692877044
AGOC-3A	13	21	0.692814633
Methylosmolene	22	10	0.6926101
Appluimonia	2	3	0.692420289
Appluimonia	29	17	0.692245844
Appluimonia	8	21	0.691733467
Appluimonia	28	17	0.691531
Appluimonia	1	7	0.691394133
Methylosmolene	3	3	0.691243489
AGOC-3A	10	15	0.691171233
Appluimonia	25	1	0.691164778
Chlorodinine	29	6	0.691135844
Appluimonia	12	10	0.691126867
Appluimonia	22	8	0.690963956
AGOC-3A	28	4	0.690753356
AGOC-3A	27	6	0.690697878
AGOC-3A	6	15	0.690681344
Chlorodinine	24	22	0.690496878
Methylosmolene	29	14	0.690361
Appluimonia	1	19	0.690224
Appluimonia	4	5	0.689933556
Appluimonia	31	17	0.689758333
Chlorodinine	8	20	0.689544867
Methylosmolene	13	9	0.689478367
AGOC-3A	3	7	0.689401344
Methylosmolene	25	4	0.689388511
AGOC-3A	6	13	0.689244944
Chlorodinine	30	19	0.688900111
Methylosmolene	31	4	0.688382333
Methylosmolene	7	3	0.688289694
AGOC-3A	6	7	0.688163
Methylosmolene	30	10	0.687809333
Chlorodinine	9	12	0.6877614
AGOC-3A	7	15	0.687695544
Appluimonia	7	10	0.687518722
Appluimonia	11	3	0.687380344
Methylosmolene	9	8	0.687367333
Chlorodinine	4	18	0.687329333
Appluimonia	10	0	0.687289867
Appluimonia	16	5	0.687203444
AGOC-3A	22	2	0.687019528
Chlorodinine	17	5	0.686880444
AGOC-3A	31	16	0.6867861
Appluimonia	17	3	0.686733344
Methylosmolene	12	14	0.686689133
Chlorodinine	25	6	0.686537222
Methylosmolene	14	12	0.686389446
AGOC-3A	3	5	0.686294778
Chlorodinine	16	22	0.686227856
Chlorodinine	1	4	0.686178756
AGOC-3A	1	23	0.685624333
Methylosmolene	24	18	0.685510376
Chlorodinine	29	3	0.685224178
AGOC-3A	30	19	0.685188111
Chlorodinine	16	4	0.685105111
Methylosmolene	28	11	0.684982299
Chlorodinine	11	18	0.684972
Chlorodinine	15	8	0.684789949
Methylosmolene	21	23	0.684680111
Methylosmolene	8	7	0.684646978
AGOC-3A	25	14	0.684642111
Appluimonia	31	19	0.684574044
AGOC-3A	1	20	0.684276446
AGOC-3A	26	1	0.684140622
Chlorodinine	12	1	0.683889556
Appluimonia	21	10	0.683429778
Appluimonia	6	19	0.683076667
Chlorodinine	5	14	0.683046778
Methylosmolene	26	9	0.682760511
Chlorodinine	28	11	0.682541827
Methylosmolene	25	8	0.682514189
Chlorodinine	15	18	0.6823801
Methylosmolene	5	9	0.682369867
AGOC-3A	14	21	0.6823668
AGOC-3A	31	13	0.682349056
Methylosmolene	12	7	0.6822978
AGOC-3A	19	6	0.682050556
Appluimonia	13	22	0.681691133
AGOC-3A	21	4	0.681529778
Methylosmolene	4	0	0.681522044
Appluimonia	6	15	0.681428611
Appluimonia	13	17	0.681394789
Methylosmolene	22	0	0.681344111
Chlorodinine	20	11	0.6812757
AGOC-3A	30	21	0.681150778
Methylosmolene	29	16	0.680936922
AGOC-3A	22	23	0.680689667
Appluimonia	9	5	0.680242
Appluimonia	11	2	0.680020889
AGOC-3A	14	5	0.679955222
Appluimonia	23	4	0.679798333
Appluimonia	11	6	0.679692333
Chlorodinine	20	16	0.679670111
Appluimonia	18	18	0.679473307
Chlorodinine	20	17	0.679409544
Appluimonia	19	8	0.679190703
Appluimonia	15	1	0.678929889
AGOC-3A	7	23	0.678790122
AGOC-3A	9	21	0.678641833
Appluimonia	28	2	0.678557667
Appluimonia	5	16	0.678087222
Methylosmolene	16	23	0.678046722
Appluimonia	30	21	0.677910044
Chlorodinine	18	4	0.677881144
Appluimonia	31	8	0.677842278
Chlorodinine	13	3	0.677692856
AGOC-3A	12	11	0.677392333
Appluimonia	23	7	0.677330678
AGOC-3A	30	13	0.676728444
Chlorodinine	16	18	0.6764505
Chlorodinine	30	10	0.676327156
Chlorodinine	4	16	0.676259133
Appluimonia	30	3	0.6761977
Chlorodinine	10	19	0.676096222
Chlorodinine	19	4	0.676073222
Appluimonia	2	5	0.675973222
Chlorodinine	3	8	0.675918067
Chlorodinine	3	22	0.675836333
Methylosmolene	10	22	0.675626111
Appluimonia	31	22	0.67529336
Chlorodinine	16	20	0.675216136
AGOC-3A	24	5	0.675112778
Methylosmolene	12	19	0.674856111
Methylosmolene	23	12	0.674731667
Chlorodinine	4	0	0.674610111
Methylosmolene	8	6	0.674575711
Chlorodinine	29	15	0.674160667
AGOC-3A	25	18	0.673816878
Chlorodinine	15	5	0.673671889
Appluimonia	14	0	0.673624144
Methylosmolene	19	9	0.673445911
Chlorodinine	26	15	0.673361222
Chlorodinine	12	8	0.673282103
Chlorodinine	17	6	0.673268167
AGOC-3A	30	15	0.672912556
Methylosmolene	14	0	0.672888
AGOC-3A	16	18	0.672805
Chlorodinine	5	19	0.672728333
Methylosmolene	11	19	0.672533222
Appluimonia	4	21	0.672475844
Chlorodinine	12	3	0.672462222
Methylosmolene	21	13	0.672296667
Appluimonia	16	17	0.672257667
Methylosmolene	5	22	0.671801867
Chlorodinine	6	18	0.671766744
Appluimonia	27	19	0.671582578
Appluimonia	12	2	0.671574444
Methylosmolene	4	5	0.671483124
Appluimonia	16	2	0.671466393
Appluimonia	5	3	0.6712806
Methylosmolene	15	1	0.671228867
Chlorodinine	6	20	0.671111656
AGOC-3A	15	0	0.670791444
Chlorodinine	22	16	0.670674556
Appluimonia	16	15	0.670657667
Chlorodinine	1	2	0.670574333
Chlorodinine	4	1	0.670353111
Appluimonia	16	9	0.670111478
Methylosmolene	22	23	0.669932067
AGOC-3A	20	0	0.669917778
Appluimonia	27	14	0.669844578
Methylosmolene	20	6	0.669789889
Chlorodinine	17	2	0.669773667
Appluimonia	14	5	0.669743033
AGOC-3A	17	4	0.669682556
Appluimonia	1	13	0.669373656
AGOC-3A	27	2	0.669085311
Appluimonia	27	8	0.668875722
AGOC-3A	26	8	0.66867
AGOC-3A	26	10	0.668469878
Methylosmolene	8	1	0.668466889
AGOC-3A	13	5	0.668392267
AGOC-3A	30	3	0.668363567
AGOC-3A	13	14	0.668345222
Chlorodinine	6	19	0.6682556
Appluimonia	7	4	0.668184333
AGOC-3A	21	9	0.6679361
AGOC-3A	10	6	0.667732011
Appluimonia	29	18	0.667352338
AGOC-3A	28	18	0.667335889
Chlorodinine	22	14	0.667222989
Appluimonia	25	18	0.6671984
Appluimonia	20	6	0.667014122
Methylosmolene	19	18	0.666966211
Chlorodinine	14	22	0.666606889
Chlorodinine	30	18	0.666261511
AGOC-3A	11	5	0.666239567
Methylosmolene	10	4	0.666000556
Chlorodinine	1	19	0.665668111
Chlorodinine	28	22	0.665414778
Methylosmolene	27	11	0.665321556
Methylosmolene	16	7	0.665177
Appluimonia	11	16	0.664873101
Appluimonia	12	13	0.66459448
Appluimonia	13	5	0.664159022
Methylosmolene	23	13	0.663891111
Appluimonia	12	22	0.663264889
Appluimonia	22	19	0.663188899
AGOC-3A	25	3	0.663019256
AGOC-3A	6	16	0.662733733
Methylosmolene	27	22	0.662315222
Methylosmolene	8	18	0.662117467
AGOC-3A	20	4	0.662059378
Methylosmolene	15	4	0.662023989
Methylosmolene	20	22	0.661820811
AGOC-3A	10	11	0.661368722
Methylosmolene	20	3	0.661309056
Chlorodinine	5	8	0.661150678
Methylosmolene	29	2	0.660886444
Chlorodinine	17	13	0.660818222
AGOC-3A	17	7	0.660596456
Appluimonia	20	5	0.6604776
Appluimonia	25	17	0.660327194
Appluimonia	23	18	0.660285711
AGOC-3A	25	0	0.660278689
Appluimonia	29	10	0.659734211
Methylosmolene	21	10	0.659631556
AGOC-3A	13	9	0.659282922
AGOC-3A	23	1	0.659071667
AGOC-3A	17	19	0.659038
Methylosmolene	23	10	0.659008067
Appluimonia	10	15	0.658866322
Chlorodinine	31	21	0.658411567
Appluimonia	26	7	0.658398867
Methylosmolene	16	19	0.6581525
Methylosmolene	27	12	0.657726311
Appluimonia	25	5	0.657603567
Chlorodinine	19	8	0.657418444
Chlorodinine	22	22	0.6573726
Chlorodinine	1	5	0.657369744
Appluimonia	6	14	0.657189367
Chlorodinine	20	19	0.656520778
Appluimonia	22	2	0.656474211
Chlorodinine	18	13	0.656316611
AGOC-3A	15	5	0.656205511
Methylosmolene	2	10	0.656023586
Methylosmolene	7	13	0.655614667
Appluimonia	5	18	0.655385378
Methylosmolene	1	0	0.655303322
Chlorodinine	7	20	0.655258333
Chlorodinine	12	14	0.655208322
Appluimonia	16	19	0.654948111
Appluimonia	17	13	0.654875744
AGOC-3A	22	13	0.654523222
Chlorodinine	9	17	0.654382067
Methylosmolene	1	15	0.654369822
Appluimonia	26	22	0.654263556
Chlorodinine	17	8	0.654219667
Appluimonia	30	11	0.654144822
AGOC-3A	13	19	0.653837233
AGOC-3A	4	3	0.653775967
AGOC-3A	17	22	0.653720722
Appluimonia	30	1	0.653202333
Methylosmolene	19	10	0.652834122
Appluimonia	24	6	0.652532944
Methylosmolene	14	6	0.652493667
Chlorodinine	15	20	0.652316333
Appluimonia	10	5	0.652229411
Methylosmolene	1	22	0.652133614
Methylosmolene	13	22	0.652089811
Methylosmolene	19	15	0.652039089
Methylosmolene	23	2	0.652033978
Methylosmolene	8	12	0.651956856
Chlorodinine	4	7	0.651540033
Methylosmolene	16	9	0.651444267
Appluimonia	13	23	0.650994778
Appluimonia	14	12	0.650867878
Methylosmolene	18	20	0.650832333
Chlorodinine	3	7	0.650830822
AGOC-3A	13	6	0.650767756
Chlorodinine	14	3	0.650743178
AGOC-3A	29	9	0.650161133
Methylosmolene	10	16	0.650133656
AGOC-3A	19	20	0.649825689
Chlorodinine	15	13	0.649743867
Chlorodinine	16	15	0.649742056
Methylosmolene	28	10	0.649716267
Chlorodinine	2	11	0.649688378
AGOC-3A	7	6	0.649539711
Appluimonia	4	20	0.649472511
Appluimonia	29	16	0.649427078
AGOC-3A	6	21	0.649191111
AGOC-3A	3	17	0.649026111
Chlorodinine	3	12	0.648995378
Appluimonia	23	3	0.648824411
Appluimonia	14	11	0.648810656
Chlorodinine	18	3	0.648698756
Methylosmolene	27	10	0.648528333
Chlorodinine	30	20	0.6481
Methylosmolene	26	2	0.648074333
Appluimonia	29	22	0.647803844
Methylosmolene	26	19	0.647548556
Appluimonia	20	15	0.647453844
Methylosmolene	25	10	0.647214
Appluimonia	19	5	0.646850222
Appluimonia	6	3	0.646790889
Appluimonia	25	13	0.646586244
AGOC-3A	4	22	0.646512222
Chlorodinine	25	11	0.646362456
AGOC-3A	29	10	0.646170556
AGOC-3A	28	14	0.645697444
Appluimonia	10	11	0.645593686
AGOC-3A	9	15	0.645588041
Chlorodinine	20	6	0.645564378
Chlorodinine	29	18	0.645539678
Methylosmolene	5	5	0.645396967
Methylosmolene	19	16	0.645170867
AGOC-3A	8	6	0.645081889
AGOC-3A	23	16	0.644566133
AGOC-3A	1	13	0.644524122
AGOC-3A	19	19	0.644147333
AGOC-3A	14	10	0.644000578
AGOC-3A	25	5	0.643861178
Methylosmolene	3	18	0.643841333
Methylosmolene	29	5	0.643249344
Chlorodinine	24	1	0.643076111
AGOC-3A	28	10	0.643068278
Appluimonia	20	21	0.642994189
Methylosmolene	14	18	0.642906326
AGOC-3A	9	2	0.642664333
AGOC-3A	31	15	0.642247511
Chlorodinine	29	4	0.642059933
AGOC-3A	28	7	0.642050667
Methylosmolene	1	16	0.641983189
Methylosmolene	21	20	0.6419574
Chlorodinine	11	15	0.641911567
Chlorodinine	16	7	0.641730222
AGOC-3A	24	17	0.641287889
Chlorodinine	17	14	0.641154189
AGOC-3A	22	4	0.6409011
Methylosmolene	20	9	0.640893967
Chlorodinine	25	5	0.640729789
Chlorodinine	18	22	0.640524678
Methylosmolene	25	21	0.640492322
Methylosmolene	2	6	0.640363675
Methylosmolene	11	7	0.639855
AGOC-3A	26	14	0.639841411
AGOC-3A	23	6	0.639796556
AGOC-3A	3	8	0.639704556
Methylosmolene	31	22	0.639624233
Chlorodinine	2	6	0.639619789
Chlorodinine	8	7	0.639487414
Methylosmolene	29	13	0.639384422
Appluimonia	14	1	0.639258289
Chlorodinine	8	22	0.639236943
Appluimonia	10	9	0.6390988
Methylosmolene	5	11	0.639068
Appluimonia	1	5	0.638481822
Methylosmolene	27	19	0.638416211
Appluimonia	6	7	0.638292067
Methylosmolene	1	2	0.638079111
AGOC-3A	4	21	0.637971811
Appluimonia	28	15	0.637757267
Chlorodinine	15	0	0.637621389
AGOC-3A	3	18	0.637202111
AGOC-3A	8	14	0.636990878
Chlorodinine	3	23	0.636800333
Appluimonia	3	23	0.636741333
Methylosmolene	4	4	0.636663511
Methylosmolene	16	3	0.636633644
Appluimonia	11	21	0.636517222
Methylosmolene	16	10	0.636322722
Appluimonia	4	7	0.636296689
AGOC-3A	7	12	0.636174444
Chlorodinine	15	9	0.635506322
AGOC-3A	29	15	0.635503156
Chlorodinine	3	4	0.635446556
Chlorodinine	21	18	0.635386789
Appluimonia	11	23	0.635376656
Appluimonia	22	21	0.635287778
Chlorodinine	13	14	0.635270356
Appluimonia	6	8	0.635250122
Methylosmolene	18	14	0.635235167
AGOC-3A	18	0	0.635196711
Methylosmolene	12	13	0.635008844
Appluimonia	18	13	0.634455333
Methylosmolene	18	3	0.634397211
AGOC-3A	25	9	0.634373533
Chlorodinine	4	19	0.634172611
Methylosmolene	28	4	0.6341451
Appluimonia	30	16	0.634056489
Methylosmolene	30	13	0.634042633
Chlorodinine	31	18	0.633981322
Methylosmolene	4	15	0.633837922
Appluimonia	28	6	0.633716491
Appluimonia	1	16	0.633404511
Chlorodinine	10	9	0.632953111
Appluimonia	25	0	0.632371556
Methylosmolene	24	8	0.632319122
Chlorodinine	16	21	0.632256389
AGOC-3A	18	17	0.632097663
Appluimonia	17	5	0.631955062
Methylosmolene	20	21	0.631947236
Chlorodinine	20	4	0.631782289
AGOC-3A	10	8	0.631669744
AGOC-3A	12	5	0.631409293
Appluimonia	4	14	0.631225258
Appluimonia	31	5	0.630933667
AGOC-3A	18	19	0.630907333
Methylosmolene	13	20	0.630791022
Chlorodinine	8	11	0.630715556
Chlorodinine	28	0	0.630712444
Appluimonia	7	12	0.630394889
Appluimonia	20	0	0.630234489
Appluimonia	23	21	0.630159889
Appluimonia	26	0	0.630066389
Chlorodinine	30	3	0.629910878
Methylosmolene	26	12	0.629735789
Appluimonia	10	1	0.629712
Chlorodinine	30	8	0.6296626
Methylosmolene	8	8	0.629455922
Appluimonia	25	23	0.629414111
Appluimonia	15	19	0.629343111
Appluimonia	31	11	0.629081111
Methylosmolene	8	17	0.629011467
Appluimonia	8	22	0.628903789
Appluimonia	27	4	0.628725
Chlorodinine	31	16	0.628287622
Chlorodinine	23	23	0.628284567
AGOC-3A	8	17	0.628210356
Chlorodinine	27	17	0.628195744
Chlorodinine	18	20	0.627891556
Methylosmolene	1	12	0.627885288
Methylosmolene	9	20	0.627488811
Appluimonia	15	2	0.627450444
Chlorodinine	16	11	0.6273348
Chlorodinine	17	18	0.6269999
Appluimonia	28	21	0.626979056
Methylosmolene	20	14	0.626542656
Chlorodinine	11	22	0.626505378
Appluimonia	23	6	0.6264316
AGOC-3A	24	14	0.626250611
AGOC-3A	2	2	0.626151689
AGOC-3A	31	5	0.625566489
AGOC-3A	10	2	0.625445778
AGOC-3A	10	13	0.625020778
AGOC-3A	11	20	0.624872667
Appluimonia	11	9	0.624457256
Appluimonia	28	22	0.624355667
Methylosmolene	31	20	0.624246811
Chlorodinine	29	17	0.624238333
Methylosmolene	6	7	0.624231778
AGOC-3A	27	13	0.624197444
Chlorodinine	14	10	0.624194716
Methylosmolene	23	22	0.624046533
AGOC-3A	4	10	0.623720844
Chlorodinine	18	23	0.623682778
Appluimonia	11	10	0.623612711
Methylosmolene	25	0	0.623451589
Methylosmolene	3	19	0.623429222
Appluimonia	18	19	0.623382122
Appluimonia	26	15	0.623212444
AGOC-3A	6	12	0.622702933
Chlorodinine	29	19	0.622362533
Methylosmolene	14	8	0.622290125
Chlorodinine	30	22	0.621986367
Appluimonia	13	13	0.621457511
AGOC-3A	28	5	0.621388778
Chlorodinine	27	13	0.621306911
Chlorodinine	13	22	0.621213
Chlorodinine	7	13	0.621144822
AGOC-3A	21	20	0.621142511
Appluimonia	6	11	0.621083511
AGOC-3A	10	4	0.621048956
Chlorodinine	6	1	0.620996
AGOC-3A	4	9	0.620976111
AGOC-3A	20	16	0.620708033
Chlorodinine	12	11	0.620646578
AGOC-3A	29	16	0.6204837
Appluimonia	23	23	0.620366378
Chlorodinine	29	7	0.620294444
Chlorodinine	29	10	0.620294233
Methylosmolene	6	21	0.620180844
Appluimonia	15	8	0.620180444
Appluimonia	14	7	0.619572333
AGOC-3A	27	21	0.619273122
Chlorodinine	20	5	0.619253333
Methylosmolene	26	23	0.619169556
AGOC-3A	26	21	0.6188924
Methylosmolene	11	9	0.61883225
Appluimonia	30	23	0.618805678
Methylosmolene	22	7	0.618708463
Appluimonia	2	13	0.618676833
Appluimonia	6	2	0.618471178
Chlorodinine	21	14	0.6184066
AGOC-3A	12	7	0.6183203
Chlorodinine	9	0	0.618285
AGOC-3A	20	8	0.618217244
Methylosmolene	11	6	0.617999587
Appluimonia	22	23	0.617954389
Methylosmolene	22	14	0.617845267
AGOC-3A	23	18	0.617812444
Appluimonia	31	16	0.617597289
Appluimonia	22	5	0.617453156
Appluimonia	16	13	0.617197344
AGOC-3A	26	17	0.617118063
Appluimonia	9	9	0.617078489
Methylosmolene	8	9	0.6170748
Chlorodinine	20	15	0.617072144
AGOC-3A	31	21	0.616905922
Methylosmolene	30	9	0.616841278
Methylosmolene	29	12	0.616629433
Chlorodinine	12	12	0.616586744
Chlorodinine	6	23	0.616535889
Methylosmolene	9	11	0.616513956
Methylosmolene	27	18	0.616454022
AGOC-3A	22	17	0.616312089
Methylosmolene	17	0	0.6158947
Chlorodinine	21	5	0.615853178
Appluimonia	4	0	0.615734356
AGOC-3A	21	8	0.615628
Methylosmolene	12	11	0.615593222
Methylosmolene	29	7	0.615508044
Chlorodinine	3	20	0.615468333
AGOC-3A	3	19	0.615287111
AGOC-3A	20	18	0.6152069
Chlorodinine	19	6	0.615129522
Chlorodinine	25	1	0.615115522
Chlorodinine	30	9	0.615106378
Methylosmolene	16	17	0.615051567
Appluimonia	5	2	0.615014444
Methylosmolene	14	20	0.615004333
Methylosmolene	6	15	0.614728889
Methylosmolene	9	16	0.614436178
Appluimonia	24	17	0.614377811
Appluimonia	16	7	0.614267556
AGOC-3A	19	12	0.614225222
Methylosmolene	25	1	0.614205667
AGOC-3A	4	6	0.613947111
Methylosmolene	18	22	0.613811744
Appluimonia	18	11	0.613664222
Appluimonia	8	7	0.613604544
AGOC-3A	16	6	0.61342225
AGOC-3A	18	2	0.613164111
AGOC-3A	16	20	0.613137778
Methylosmolene	25	9	0.612802744
Appluimonia	14	3	0.612799556
AGOC-3A	13	12	0.612591622
Chlorodinine	27	23	0.612476682
AGOC-3A	19	2	0.612326944
Chlorodinine	19	15	0.612296467
AGOC-3A	25	7	0.612191022
Methylosmolene	17	16	0.612073778
Methylosmolene	4	19	0.612054556
Methylosmolene	30	12	0.611925967
Appluimonia	19	17	0.611851444
Appluimonia	19	13	0.611818144
Chlorodinine	5	3	0.611437889
Appluimonia	12	15	0.611333611
Methylosmolene	25	18	0.611280556
Methylosmolene	25	20	0.611201741
Appluimonia	11	4	0.611138222
Methylosmolene	7	17	0.611043667
AGOC-3A	8	13	0.611034686
Appluimonia	26	21	0.610845533
Methylosmolene	24	15	0.610836922
Appluimonia	9	1	0.610704
AGOC-3A	15	22	0.610663002
AGOC-3A	4	0	0.610497667
Appluimonia	16	21	0.610364211
Appluimonia	8	15	0.610313889
Methylosmolene	12	20	0.610251478
AGOC-3A	23	19	0.610209456
AGOC-3A	15	11	0.609351367
Chlorodinine	3	3	0.609053056
Appluimonia	29	21	0.608932667
Methylosmolene	24	23	0.608909178
Appluimonia	19	4	0.608900111
AGOC-3A	25	13	0.608653889
AGOC-3A	14	1	0.608485889
AGOC-3A	20	12	0.608471889
Chlorodinine	10	8	0.608326367
Methylosmolene	6	19	0.608307044
AGOC-3A	25	2	0.608305578
AGOC-3A	17	6	0.608217609
Appluimonia	22	10	0.608193678
Methylosmolene	18	1	0.607893889
Chlorodinine	30	1	0.607795214
Appluimonia	7	22	0.607778011
Methylosmolene	8	20	0.607669333
AGOC-3A	31	14	0.607661867
AGOC-3A	29	17	0.607627889
Chlorodinine	12	17	0.607460278
Appluimonia	11	14	0.607287346
Chlorodinine	10	11	0.607067873
AGOC-3A	9	6	0.606953933
Appluimonia	10	2	0.606937222
Methylosmolene	1	7	0.606816644
Chlorodinine	4	14	0.606752778
Methylosmolene	19	8	0.606258856
Methylosmolene	31	14	0.606240333
AGOC-3A	23	22	0.606219467
Appluimonia	30	12	0.606135033
Chlorodinine	20	13	0.605872989
Appluimonia	24	21	0.605828667
Appluimonia	5	5	0.605479789
AGOC-3A	2	16	0.6053971
Chlorodinine	24	15	0.605350778
Methylosmolene	12	23	0.605301867
Appluimonia	9	0	0.605008822
Chlorodinine	29	11	0.6048112
AGOC-3A	27	11	0.604631356
Appluimonia	26	1	0.604557111
Appluimonia	2	7	0.604532856
Methylosmolene	7	7	0.604372478
Appluimonia	28	8	0.604199889
Chlorodinine	23	21	0.604162589
AGOC-3A	27	5	0.603683144
Appluimonia	15	15	0.603635619
Methylosmolene	16	13	0.603579444
AGOC-3A	28	22	0.603367778
Appluimonia	5	9	0.603284811
Methylosmolene	11	11	0.603220625
Methylosmolene	30	23	0.603187624
Methylosmolene	3	1	0.603111478
Appluimonia	12	11	0.602776778
AGOC-3A	23	21	0.602630744
AGOC-3A	11	7	0.602485489
AGOC-3A	31	17	0.602470178
Appluimonia	3	5	0.602348378
Chlorodinine	24	5	0.602290856
AGOC-3A	20	10	0.601989778
AGOC-3A	16	0	0.601805956
Methylosmolene	25	2	0.601769444
Appluimonia	19	14	0.601704378
Chlorodinine	28	9	0.601687156
Appluimonia	27	20	0.601592211
Chlorodinine	10	20	0.601319333
Chlorodinine	2	3	0.601273651
Chlorodinine	13	0	0.6011446
Methylosmolene	18	21	0.601043778
Methylosmolene	30	14	0.600934133
Appluimonia	24	15	0.600921667
Appluimonia	8	16	0.600909889
AGOC-3A	17	5	0.599995189
Appluimonia	3	3	0.599845616
Chlorodinine	13	15	0.599838052
AGOC-3A	28	8	0.599673122
Chlorodinine	27	3	0.599630522
Appluimonia	25	6	0.599357644
Appluimonia	8	11	0.599343778
Chlorodinine	6	14	0.59917866
AGOC-3A	25	15	0.599070889
AGOC-3A	5	20	0.598982367
AGOC-3A	2	17	0.598918178
Chlorodinine	15	19	0.598862733
Appluimonia	17	20	0.598845767
Chlorodinine	22	3	0.598375022
Appluimonia	29	15	0.598349867
Methylosmolene	27	8	0.598344289
Appluimonia	26	4	0.598081778
Appluimonia	3	10	0.597997133
Methylosmolene	13	23	0.597995
Methylosmolene	11	0	0.597915444
Appluimonia	15	6	0.597857678
Appluimonia	3	22	0.597590556
AGOC-3A	3	1	0.597415833
AGOC-3A	23	0	0.596716278
Chlorodinine	13	13	0.596540384
Appluimonia	24	0	0.596383889
AGOC-3A	29	11	0.596360978
Chlorodinine	30	21	0.596198544
Methylosmolene	7	20	0.596027644
Methylosmolene	27	3	0.595971411
Methylosmolene	20	13	0.595856889
Chlorodinine	22	18	0.595599222
AGOC-3A	10	1	0.595508433
Appluimonia	24	9	0.595252389
Methylosmolene	6	6	0.594737
AGOC-3A	16	2	0.5946816
Chlorodinine	21	1	0.594630556
Chlorodinine	14	1	0.594509444
AGOC-3A	1	18	0.594461989
Appluimonia	20	14	0.5943765
Chlorodinine	8	6	0.594365478
Methylosmolene	10	18	0.594336633
Appluimonia	13	10	0.5941142
AGOC-3A	4	8	0.594043444
Methylosmolene	4	11	0.594040689
AGOC-3A	21	23	0.593921667
Chlorodinine	31	6	0.593921
Methylosmolene	5	3	0.593779056
Methylosmolene	23	21	0.5935261
Methylosmolene	2	20	0.593262444
Methylosmolene	6	22	0.593161667
AGOC-3A	1	14	0.593096133
Chlorodinine	16	10	0.592986844
AGOC-3A	22	5	0.592914556
Appluimonia	17	4	0.592893778
Methylosmolene	1	17	0.592813687
Methylosmolene	19	6	0.592544556
Chlorodinine	2	10	0.592153078
Chlorodinine	25	10	0.591885044
AGOC-3A	5	3	0.591883589
Chlorodinine	30	4	0.591833222
Methylosmolene	3	20	0.5916857
Methylosmolene	22	11	0.591573667
Methylosmolene	10	14	0.591181256
Appluimonia	26	11	0.591166
Chlorodinine	30	17	0.590924167
Methylosmolene	24	5	0.590882522
Methylosmolene	21	1	0.590646978
